id,title_en,film_title_cleaned,year,film_age,rank,rating,num_votes,num_votes_rank,director,actor1,actor2,collaboration1,collaboration2
tt5027774,"Three Billboards Outside Ebbing, Missouri",threebillboardsoutsideebbingmissouri,2017,6,166,8.1,524638,125,Martin McDonagh, Frances McDormand,Woody Harrelson,Martin McDonagh -  Frances McDormand - 1,Martin McDonagh - Woody Harrelson - 1
tt0117951,Trainspotting,trainspotting,1996,27,167,8.1,699896,101,Danny Boyle, Ewan McGregor,Ewen Bremner,Danny Boyle -  Ewan McGregor - 1,Danny Boyle - Ewen Bremner - 1
tt0050212,The Bridge on the River Kwai,thebridgeontheriverkwai,1957,66,168,8.1,225263,187,David Lean, William Holden,Alec Guinness,David Lean -  William Holden - 1,David Lean - Alec Guinness - 2
tt1392214,Prisoners,prisoners,2013,10,169,8.1,742864,96,Denis Villeneuve, Hugh Jackman,Jake Gyllenhaal,Denis Villeneuve -  Hugh Jackman - 1,Denis Villeneuve - Jake Gyllenhaal - 1
tt0116282,Fargo,fargo,1996,27,170,8.1,691374,103,Joel Coen, William H. Macy,Frances McDormand,Joel Coen -  William H. Macy - 1,Joel Coen - Frances McDormand - 1
tt1291584,Warrior,warrior,2011,12,171,8.1,481070,132,Gavin O'Connor, Tom Hardy,Nick Nolte,Gavin O'Connor -  Tom Hardy - 1,Gavin O'Connor - Nick Nolte - 1
tt1205489,Gran Torino,grantorino,2008,15,172,8.1,788264,84,Clint Eastwood, Clint Eastwood,Bee Vang,Clint Eastwood -  Clint Eastwood - 2,Clint Eastwood - Bee Vang - 1
tt0264464,Catch Me If You Can,catchmeifyoucan,2002,21,173,8.1,1017556,56,Steven Spielberg, Leonardo DiCaprio,Tom Hanks,Steven Spielberg -  Leonardo DiCaprio - 1,Steven Spielberg - Tom Hanks - 1
tt0096283,My Neighbor Totoro,myneighbortotoro,1988,35,174,8.1,351408,157,Hayao Miyazaki, Hitoshi Takagi,Noriko Hidaka,Hayao Miyazaki -  Hitoshi Takagi - 1,Hayao Miyazaki - Noriko Hidaka - 1
tt0405159,Million Dollar Baby,milliondollarbaby,2004,19,175,8.1,698923,102,Clint Eastwood, Hilary Swank,Clint Eastwood,Clint Eastwood -  Hilary Swank - 1,Clint Eastwood - Clint Eastwood - 1
tt0118849,Children of Heaven,childrenofheaven,1997,26,176,8.1,76542,240,Majid Majidi, Mohammad Amir Naji,Amir Farrokh Hashemian,Majid Majidi -  Mohammad Amir Naji - 1,Majid Majidi - Amir Farrokh Hashemian - 1
tt0083658,Blade Runner,bladerunner,1982,41,177,8.1,786199,86,Ridley Scott, Harrison Ford,Rutger Hauer,Ridley Scott -  Harrison Ford - 1,Ridley Scott - Rutger Hauer - 1
tt0015864,The Gold Rush,thegoldrush,1925,98,178,8.1,113676,228,Charles Chaplin, Charles Chaplin,Mack Swain,Charles Chaplin -  Charles Chaplin - 5,Charles Chaplin - Mack Swain - 1
tt4729430,Klaus,klaus,2019,4,179,8.1,165496,211,Sergio Pablos, Jason Schwartzman,J.K. Simmons,Sergio Pablos -  Jason Schwartzman - 1,Sergio Pablos - J.K. Simmons - 1
tt1201607,Harry Potter and the Deathly Hallows: Part 2,harrypotterandthedeathlyhallowspart2,2011,12,180,8.1,898261,69,David Yates, Daniel Radcliffe,Emma Watson,David Yates -  Daniel Radcliffe - 1,David Yates - Emma Watson - 1
tt0112471,Before Sunrise,beforesunrise,1995,28,181,8.1,319416,165,Richard Linklater, Ethan Hawke,Julie Delpy,Richard Linklater -  Ethan Hawke - 2,Richard Linklater - Julie Delpy - 2
tt2024544,12 Years a Slave,12yearsaslave,2013,10,182,8.1,714511,99,Steve McQueen, Chiwetel Ejiofor,Michael Kenneth Williams,Steve McQueen -  Chiwetel Ejiofor - 1,Steve McQueen - Michael Kenneth Williams - 1
tt0052618,Ben-Hur,benhur,1959,64,183,8.1,244767,183,William Wyler, Charlton Heston,Jack Hawkins,William Wyler -  Charlton Heston - 1,William Wyler - Jack Hawkins - 1
tt2278388,The Grand Budapest Hotel,thegrandbudapesthotel,2014,9,184,8.1,835910,80,Wes Anderson, Ralph Fiennes,F. Murray Abraham,Wes Anderson -  Ralph Fiennes - 1,Wes Anderson - F. Murray Abraham - 1
tt0047296,On the Waterfront,onthewaterfront,1954,69,185,8.1,158252,215,Elia Kazan, Marlon Brando,Karl Malden,Elia Kazan -  Marlon Brando - 1,Elia Kazan - Karl Malden - 1
tt2267998,Gone Girl,gonegirl,2014,9,186,8.1,1006218,60,David Fincher, Ben Affleck,Rosamund Pike,David Fincher -  Ben Affleck - 1,David Fincher - Rosamund Pike - 1
tt0050986,Wild Strawberries,wildstrawberries,1957,66,187,8.1,109793,229,Ingmar Bergman, Victor Sjöström,Bibi Andersson,Ingmar Bergman -  Victor Sjöström - 1,Ingmar Bergman - Bibi Andersson - 1
tt0017925,The General,thegeneral,1926,97,188,8.1,93678,234,Clyde Bruckman, Buster Keaton,Marion Mack,Clyde Bruckman -  Buster Keaton - 1,Clyde Bruckman - Marion Mack - 1
tt0072684,Barry Lyndon,barrylyndon,1975,48,189,8.1,173299,207,Stanley Kubrick, Ryan O'Neal,Marisa Berenson,Stanley Kubrick -  Ryan O'Neal - 1,Stanley Kubrick - Marisa Berenson - 1
tt0107207,In the Name of the Father,inthenameofthefather,1993,30,190,8.1,179516,204,Jim Sheridan, Daniel Day-Lewis,Pete Postlethwaite,Jim Sheridan -  Daniel Day-Lewis - 1,Jim Sheridan - Pete Postlethwaite - 1
tt0077416,The Deer Hunter,thedeerhunter,1978,45,191,8.1,346102,158,Michael Cimino, Robert De Niro,Christopher Walken,Michael Cimino -  Robert De Niro - 1,Michael Cimino - Christopher Walken - 1
tt2119532,Hacksaw Ridge,hacksawridge,2016,7,192,8.1,547476,122,Mel Gibson, Andrew Garfield,Sam Worthington,Mel Gibson -  Andrew Garfield - 1,Mel Gibson - Sam Worthington - 1
tt0041959,The Third Man,thethirdman,1949,74,193,8.1,175095,206,Carol Reed, Orson Welles,Joseph Cotten,Carol Reed -  Orson Welles - 1,Carol Reed - Joseph Cotten - 1
tt0046268,The Wages of Fear,thewagesoffear,1953,70,194,8.1,63032,243,Henri-Georges Clouzot, Yves Montand,Charles Vanel,Henri-Georges Clouzot -  Yves Montand - 1,Henri-Georges Clouzot - Charles Vanel - 1
tt0353969,Memories of Murder,memoriesofmurder,2003,20,195,8.1,194882,195,Bong Joon Ho, Song Kang-ho,Kim Sang-kyung,Bong Joon Ho -  Song Kang-ho - 2,Bong Joon Ho - Kim Sang-kyung - 1
tt3011894,Wild Tales,wildtales,2014,9,196,8.1,204612,191,Damián Szifron, Darío Grandinetti,María Marull,Damián Szifron -  Darío Grandinetti - 1,Damián Szifron - María Marull - 1
tt0015324,Sherlock Jr.,sherlockjr,1924,99,197,8.1,52207,247,Buster Keaton, Buster Keaton,Kathryn McGuire,Buster Keaton -  Buster Keaton - 1,Buster Keaton - Kathryn McGuire - 1
tt0031679,Mr. Smith Goes to Washington,mrsmithgoestowashington,1939,84,198,8.1,117434,227,Frank Capra, James Stewart,Jean Arthur,Frank Capra -  James Stewart - 2,Frank Capra - Jean Arthur - 1
tt10366206,John Wick: Chapter 4,johnwickchapter4,2023,0,199,8.1,145143,217,Chad Stahelski, Keanu Reeves,Laurence Fishburne,Chad Stahelski -  Keanu Reeves - 1,Chad Stahelski - Laurence Fishburne - 1
tt1392190,Mad Max: Fury Road,madmaxfuryroad,2015,8,200,8.1,1027407,54,George Miller, Tom Hardy,Charlize Theron,George Miller -  Tom Hardy - 1,George Miller - Charlize Theron - 1
tt0978762,Mary and Max,maryandmax,2009,14,201,8.1,180508,202,Adam Elliot, Toni Collette,Philip Seymour Hoffman,Adam Elliot -  Toni Collette - 1,Adam Elliot - Philip Seymour Hoffman - 1
tt0892769,How to Train Your Dragon,howtotrainyourdragon,2010,13,202,8.1,759289,93,Dean DeBlois, Jay Baruchel,Gerard Butler,Dean DeBlois -  Jay Baruchel - 1,Dean DeBlois - Gerard Butler - 1
tt0050976,The Seventh Seal,theseventhseal,1957,66,203,8.1,189495,196,Ingmar Bergman, Max von Sydow,Gunnar Björnstrand,Ingmar Bergman -  Max von Sydow - 1,Ingmar Bergman - Gunnar Björnstrand - 1
tt0097165,Dead Poets Society,deadpoetssociety,1989,34,204,8.1,508094,127,Peter Weir, Robin Williams,Robert Sean Leonard,Peter Weir -  Robin Williams - 1,Peter Weir - Robert Sean Leonard - 1
tt0198781,"Monsters, Inc.",monstersinc,2001,22,205,8.1,929791,65,Pete Docter, Billy Crystal,John Goodman,Pete Docter -  Billy Crystal - 1,Pete Docter - John Goodman - 1
tt0073195,Jaws,jaws,1975,48,206,8.1,622092,111,Steven Spielberg, Roy Scheider,Robert Shaw,Steven Spielberg -  Roy Scheider - 1,Steven Spielberg - Robert Shaw - 1
tt3170832,Room,room,2015,8,207,8.1,430828,138,Lenny Abrahamson, Brie Larson,Jacob Tremblay,Lenny Abrahamson -  Brie Larson - 1,Lenny Abrahamson - Jacob Tremblay - 1
tt0118715,The Big Lebowski,thebiglebowski,1998,25,208,8.1,825501,81,Joel Coen, Jeff Bridges,John Goodman,Joel Coen -  Jeff Bridges - 1,Joel Coen - John Goodman - 1
tt0046438,Tokyo Story,tokyostory,1953,70,209,8.1,63913,242,Yasujirô Ozu, Chishû Ryû,Chieko Higashiyama,Yasujirô Ozu -  Chishû Ryû - 1,Yasujirô Ozu - Chieko Higashiyama - 1
tt1950186,Ford v Ferrari,fordvferrari,2019,4,210,8.1,415771,143,James Mangold, Matt Damon,Christian Bale,James Mangold -  Matt Damon - 1,James Mangold - Christian Bale - 1
tt0019254,The Passion of Joan of Arc,thepassionofjoanofarc,1928,95,211,8.1,57121,246,Carl Theodor Dreyer, Maria Falconetti,Eugene Silvain,Carl Theodor Dreyer -  Maria Falconetti - 1,Carl Theodor Dreyer - Eugene Silvain - 1
tt0395169,Hotel Rwanda,hotelrwanda,2004,19,212,8.0,361407,154,Terry George, Don Cheadle,Sophie Okonedo,Terry George -  Don Cheadle - 1,Terry George - Sophie Okonedo - 1
tt0075148,Rocky,rocky,1976,47,213,8.0,596825,114,John G. Avildsen, Sylvester Stallone,Talia Shire,John G. Avildsen -  Sylvester Stallone - 1,John G. Avildsen - Talia Shire - 1
tt0382932,Ratatouille,ratatouille,2007,16,214,8.0,763469,92,Brad Bird, Brad Garrett,Lou Romano,Brad Bird -  Brad Garrett - 1,Brad Bird - Lou Romano - 1
tt0091763,Platoon,platoon,1986,37,215,8.0,422578,139,Oliver Stone, Charlie Sheen,Tom Berenger,Oliver Stone -  Charlie Sheen - 1,Oliver Stone - Tom Berenger - 1
tt3315342,Logan,logan,2017,6,216,8.0,785100,87,James Mangold, Hugh Jackman,Patrick Stewart,James Mangold -  Hugh Jackman - 1,James Mangold - Patrick Stewart - 1
tt1895587,Spotlight,spotlight,2015,8,217,8.0,481168,131,Tom McCarthy, Mark Ruffalo,Michael Keaton,Tom McCarthy -  Mark Ruffalo - 1,Tom McCarthy - Michael Keaton - 1
tt0088247,The Terminator,theterminator,1984,39,218,8.0,883500,70,James Cameron, Arnold Schwarzenegger,Linda Hamilton,James Cameron -  Arnold Schwarzenegger - 2,James Cameron - Linda Hamilton - 2
tt0092005,Stand by Me,standbyme,1986,37,219,8.0,416238,142,Rob Reiner, Wil Wheaton,River Phoenix,Rob Reiner -  Wil Wheaton - 1,Rob Reiner - River Phoenix - 1
tt1979320,Rush,rush,2013,10,220,8.0,490045,130,Ron Howard, Daniel Brühl,Chris Hemsworth,Ron Howard -  Daniel Brühl - 1,Ron Howard - Chris Hemsworth - 1
tt0074958,Network,network,1976,47,221,8.0,163170,212,Sidney Lumet, Faye Dunaway,William Holden,Sidney Lumet -  Faye Dunaway - 1,Sidney Lumet - William Holden - 1
tt0381681,Before Sunset,beforesunset,2004,19,222,8.0,273110,171,Richard Linklater, Ethan Hawke,Julie Delpy,Richard Linklater -  Ethan Hawke - 2,Richard Linklater - Julie Delpy - 2
tt0032138,The Wizard of Oz,thewizardofoz,1939,84,223,8.0,409493,147,Victor Fleming, Judy Garland,Frank Morgan,Victor Fleming -  Judy Garland - 1,Victor Fleming - Frank Morgan - 1
tt0758758,Into the Wild,intothewild,2007,16,224,8.0,634060,110,Sean Penn, Emile Hirsch,Vince Vaughn,Sean Penn -  Emile Hirsch - 1,Sean Penn - Vince Vaughn - 1
tt0036868,The Best Years of Our Lives,thebestyearsofourlives,1946,77,225,8.0,66919,241,William Wyler, Myrna Loy,Dana Andrews,William Wyler -  Myrna Loy - 1,William Wyler - Dana Andrews - 1
tt0070047,The Exorcist,theexorcist,1973,50,226,8.0,420080,140,William Friedkin, Ellen Burstyn,Max von Sydow,William Friedkin -  Ellen Burstyn - 1,William Friedkin - Max von Sydow - 1
tt0107048,Groundhog Day,groundhogday,1993,30,227,8.0,649104,109,Harold Ramis, Bill Murray,Andie MacDowell,Harold Ramis -  Bill Murray - 1,Harold Ramis - Andie MacDowell - 1
tt0317705,The Incredibles,theincredibles,2004,19,228,8.0,759106,94,Brad Bird, Craig T. Nelson,Samuel L. Jackson,Brad Bird -  Craig T. Nelson - 1,Brad Bird - Samuel L. Jackson - 1
tt0113247,La haine,lahaine,1995,28,229,8.0,180807,201,Mathieu Kassovitz, Vincent Cassel,Hubert Koundé,Mathieu Kassovitz -  Vincent Cassel - 1,Mathieu Kassovitz - Hubert Koundé - 1
tt0035446,To Be or Not to Be,tobeornottobe,1942,81,230,8.0,39510,249,Ernst Lubitsch, Carole Lombard,Jack Benny,Ernst Lubitsch -  Carole Lombard - 1,Ernst Lubitsch - Jack Benny - 1
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,piratesofthecaribbeanthecurseoftheblackpearl,2003,20,231,8.0,1150941,37,Gore Verbinski, Johnny Depp,Geoffrey Rush,Gore Verbinski -  Johnny Depp - 1,Gore Verbinski - Geoffrey Rush - 1
tt1028532,Hachi: A Dog's Tale,hachiadogstale,2009,14,232,8.0,294103,167,Lasse Hallström, Richard Gere,Joan Allen,Lasse Hallström -  Richard Gere - 1,Lasse Hallström - Joan Allen - 1
tt0032551,The Grapes of Wrath,thegrapesofwrath,1940,83,233,8.0,95945,232,John Ford, Henry Fonda,Jane Darwell,John Ford -  Henry Fonda - 1,John Ford - Jane Darwell - 1
tt0058946,The Battle of Algiers,thebattleofalgiers,1966,57,234,8.0,62272,244,Gillo Pontecorvo, Brahim Hadjadj,Jean Martin,Gillo Pontecorvo -  Brahim Hadjadj - 1,Gillo Pontecorvo - Jean Martin - 1
tt0048473,Pather Panchali,patherpanchali,1955,68,235,8.0,34871,250,Satyajit Ray, Kanu Bannerjee,Karuna Bannerjee,Satyajit Ray -  Kanu Bannerjee - 1,Satyajit Ray - Karuna Bannerjee - 1
tt15097216,Jai Bhim,jaibhim,2021,2,236,8.0,206359,190,T.J. Gnanavel, Suriya,Lijo Mol Jose,T.J. Gnanavel -  Suriya - 1,T.J. Gnanavel - Lijo Mol Jose - 1
tt0476735,My Father and My Son,myfatherandmyson,2005,18,237,8.0,88073,236,Çagan Irmak, Çetin Tekindor,Fikret Kuskan,Çagan Irmak -  Çetin Tekindor - 1,Çagan Irmak - Fikret Kuskan - 1
tt0245712,Amores Perros,amoresperros,2000,23,238,8.0,245003,182,Alejandro G. Iñárritu, Emilio Echevarría,Gael García Bernal,Alejandro G. Iñárritu -  Emilio Echevarría - 1,Alejandro G. Iñárritu - Gael García Bernal - 1
tt0032976,Rebecca,rebecca,1940,83,239,8.0,140552,218,Alfred Hitchcock, Laurence Olivier,Joan Fontaine,Alfred Hitchcock -  Laurence Olivier - 1,Alfred Hitchcock - Joan Fontaine - 1
tt4016934,The Handmaiden,thehandmaiden,2016,7,240,8.0,156286,216,Park Chan-wook, Kim Min-hee,Ha Jung-woo,Park Chan-wook -  Kim Min-hee - 1,Park Chan-wook - Ha Jung-woo - 1
tt0061512,Cool Hand Luke,coolhandluke,1967,56,241,8.0,181306,200,Stuart Rosenberg, Paul Newman,George Kennedy,Stuart Rosenberg -  Paul Newman - 1,Stuart Rosenberg - George Kennedy - 1
tt0059742,The Sound of Music,thesoundofmusic,1965,58,242,8.0,243984,184,Robert Wise, Julie Andrews,Christopher Plummer,Robert Wise -  Julie Andrews - 1,Robert Wise - Christopher Plummer - 1
tt0025316,It Happened One Night,ithappenedonenight,1934,89,243,8.0,106992,230,Frank Capra, Clark Gable,Claudette Colbert,Frank Capra -  Clark Gable - 1,Frank Capra - Claudette Colbert - 1
tt0053198,The 400 Blows,the400blows,1959,64,244,8.0,121815,226,François Truffaut, Jean-Pierre Léaud,Albert Rémy,François Truffaut -  Jean-Pierre Léaud - 1,François Truffaut - Albert Rémy - 1
tt0060827,Persona,persona,1966,57,245,8.0,123287,225,Ingmar Bergman, Bibi Andersson,Liv Ullmann,Ingmar Bergman -  Bibi Andersson - 1,Ingmar Bergman - Liv Ullmann - 1
tt0079470,Life of Brian,lifeofbrian,1979,44,246,8.0,408132,149,Terry Jones, Graham Chapman,John Cleese,Terry Jones -  Graham Chapman - 1,Terry Jones - John Cleese - 1
tt0129167,The Iron Giant,theirongiant,1999,24,247,8.0,208099,189,Brad Bird, Eli Marienthal,Harry Connick Jr.,Brad Bird -  Eli Marienthal - 1,Brad Bird - Harry Connick Jr. - 1
tt1454029,The Help,thehelp,2011,12,248,8.0,471366,133,Tate Taylor, Viola Davis,Emma Stone,Tate Taylor -  Viola Davis - 1,Tate Taylor - Emma Stone - 1
tt0103639,Aladdin,aladdin,1992,31,249,8.0,435071,137,Ron Clements, Scott Weinger,Robin Williams,Ron Clements -  Scott Weinger - 1,Ron Clements - Robin Williams - 1
tt0099348,Dances with Wolves,danceswithwolves,1990,33,250,8.0,275677,170,Kevin Costner, Kevin Costner,Mary McDonnell,Kevin Costner -  Kevin Costner - 1,Kevin Costner - Mary McDonnell - 1
